"Brazil","CR231172","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2000",37.88
"Brazil","CR231172","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2010",37.88
"Brazil","CR231172","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2020",37.87
"Brazil","CR231172","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2030",37.88
"Brazil","CR231172","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2040",37.88
"Brazil","CR231172","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2050",37.88
"Brazil","CR231173","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2000",14.09
"Brazil","CR231173","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2010",14.09
"Brazil","CR231173","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2020",14.09
"Brazil","CR231173","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2030",14.09
"Brazil","CR231173","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2040",14.09
"Brazil","CR231173","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2050",14.09
"Brazil","CR231178","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2000",166.11
"Brazil","CR231178","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2010",166.11
"Brazil","CR231178","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2020",166.11
"Brazil","CR231178","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2030",166.11
"Brazil","CR231178","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2040",166.11
"Brazil","CR231178","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2050",166.11
"Brazil","CR231179","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2000",307.68
"Brazil","CR231179","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2010",307.66
"Brazil","CR231179","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2020",307.64
"Brazil","CR231179","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2030",307.61
"Brazil","CR231179","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2040",307.56
"Brazil","CR231179","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2050",307.49
"Brazil","CR231180","Alti_Any","Slp_Any","Soil_Any","FCnoCRA","2000",307.69
